Date,Close,High,Low,Open,Volume
02/01/1990,0.261202216,0.262955129,0.245425112,0.247178024,183198400
03/01/1990,0.26295501,0.266461653,0.26295501,0.266461653,207995200
04/01/1990,0.263832271,0.27172041,0.261202096,0.268214586,221513600
05/01/1990,0.264708608,0.268214454,0.259449032,0.264708608,123312000
08/01/1990,0.266461819,0.266461819,0.259449324,0.262955174,101572800
09/01/1990,0.263832271,0.266461651,0.25944916,0.266461651,86139200
10/01/1990,0.252437502,0.263832285,0.250683771,0.263832285,199718400
11/01/1990,0.241919175,0.254190426,0.241919175,0.254190426,211052800
12/01/1990,0.241919175,0.24367211,0.236659619,0.240166263,171897600
15/01/1990,0.240166292,0.250683813,0.240166292,0.241919204,161739200
16/01/1990,0.244548589,0.245425057,0.229647956,0.234906716,214244800
17/01/1990,0.233153746,0.243672083,0.231400834,0.243672083,197299200
18/01/1990,0.227018565,0.234906706,0.226141301,0.231400881,273291200
19/01/1990,0.240166292,0.241919204,0.234906712,0.236659648,265137600
22/01/1990,0.233153746,0.241919148,0.233153746,0.238412505,145611200
23/01/1990,0.236659676,0.24016632,0.231400915,0.236659676,140873600
24/01/1990,0.238412514,0.240166246,0.226141264,0.227894995,169792000
25/01/1990,0.23928988,0.243672197,0.238412616,0.240166348,111540800
26/01/1990,0.22964789,0.238412496,0.226141247,0.238412496,181249600
29/01/1990,0.233153746,0.234906657,0.225264811,0.231400834,119929600
30/01/1990,0.238412514,0.241919158,0.231400843,0.233153755,116446400
31/01/1990,0.238412514,0.243672093,0.231400843,0.241919158,143942400
01/02/1990,0.2357831,0.24279559,0.234906633,0.241919122,117073600
02/02/1990,0.240166292,0.24367214,0.2331538,0.2331538,118473600
05/02/1990,0.245425045,0.247177958,0.238412554,0.240166285,101752000
06/02/1990,0.243672103,0.245425015,0.238412524,0.243672103,73920000
07/02/1990,0.233153746,0.238412505,0.227894986,0.231400834,312446400
08/02/1990,0.231400833,0.234906656,0.226141254,0.233153744,186636800
09/02/1990,0.240166292,0.241919204,0.2331538,0.234906712,168078400
12/02/1990,0.238412514,0.241919158,0.236659602,0.240166246,74916800
13/02/1990,0.241919175,0.245425023,0.236659619,0.238412531,102166400
14/02/1990,0.240166292,0.24367214,0.236659648,0.241919204,96062400
15/02/1990,0.240166292,0.240166292,0.234906712,0.236659648,97966400
16/02/1990,0.237422079,0.24269858,0.237422079,0.24094002,127209600
20/02/1990,0.235663489,0.237422072,0.232146369,0.235663489,123244800
21/02/1990,0.23918055,0.240939931,0.228629149,0.230387708,175907200
22/02/1990,0.232146323,0.242698523,0.232146323,0.239180583,195182400
23/02/1990,0.233904868,0.235663427,0.230387727,0.230387727,149956800
26/02/1990,0.23918055,0.240939931,0.232146291,0.232146291,79609600
27/02/1990,0.235663489,0.240940013,0.235663489,0.239180631,73953600
28/02/1990,0.23918055,0.23918055,0.23390485,0.235663409,109334400
01/03/1990,0.24093996,0.244457102,0.233904878,0.235663437,203896000
02/03/1990,0.237422079,0.244457163,0.233904936,0.235663496,104899200
05/03/1990,0.242698506,0.244457088,0.235663424,0.235663424,182470400
06/03/1990,0.247974217,0.247974217,0.242698516,0.246215658,156016000
07/03/1990,0.248853475,0.253250706,0.246215625,0.246215625,204220800
08/03/1990,0.258526385,0.260284944,0.246215605,0.251491304,223843200
09/03/1990,0.259405792,0.263802202,0.255009358,0.2585265,230473600
12/03/1990,0.257647246,0.263802241,0.255009395,0.262043681,163956800
13/03/1990,0.259405792,0.262043643,0.255009358,0.256767941,148579200
14/03/1990,0.260285109,0.262043693,0.256767989,0.258526549,101785600
15/03/1990,0.258526385,0.267320024,0.256767826,0.256767826,120232000
16/03/1990,0.283148021,0.286665162,0.27523367,0.281389461,644761600
19/03/1990,0.298096657,0.298975948,0.281389463,0.284906582,431793600
20/03/1990,0.291062504,0.302494025,0.286665294,0.297217499,391316800
21/03/1990,0.292820901,0.29721731,0.290183051,0.290183051,152734400
22/03/1990,0.286665231,0.297217434,0.286665231,0.293700315,231660800
23/03/1990,0.297217488,0.302494014,0.288423843,0.290183225,227987200
26/03/1990,0.297217488,0.305131865,0.295458928,0.298976072,128060800
27/03/1990,0.295458794,0.297217353,0.290183093,0.295458794,84604800
28/03/1990,0.290183127,0.29633812,0.288423746,0.295458829,102939200
